,0
800,surprised
801,surprised
802,surprised
803,surprised
804,surprised
805,surprised
806,surprised
807,surprised
808,surprised
809,surprised
810,surprised
811,surprised
812,surprised
813,surprised
814,surprised
815,surprised
816,surprised
817,surprised
818,surprised
819,surprised
820,surprised
821,surprised
822,surprised
823,surprised
824,surprised
825,surprised
826,surprised
827,surprised
828,surprised
829,surprised
830,surprised
831,surprised
832,surprised
833,surprised
834,surprised
835,surprised
836,surprised
837,surprised
838,surprised
839,surprised
