,0
652,disgust
653,disgust
654,disgust
655,disgust
656,disgust
657,disgust
658,disgust
659,disgust
660,disgust
661,disgust
662,disgust
663,disgust
664,disgust
665,disgust
666,disgust
667,disgust
668,disgust
669,disgust
670,disgust
671,disgust
672,disgust
673,disgust
674,disgust
675,disgust
676,disgust
677,disgust
678,disgust
679,disgust
680,disgust
681,disgust
682,disgust
683,disgust
684,disgust
685,disgust
686,disgust
687,disgust
688,disgust
689,disgust
690,disgust
691,disgust
692,disgust
693,disgust
694,disgust
695,disgust
696,disgust
697,disgust
698,disgust
699,disgust
700,disgust
701,disgust
702,disgust
703,disgust
704,disgust
705,disgust
706,disgust
707,disgust
708,disgust
709,disgust
710,disgust
711,disgust
712,disgust
713,disgust
714,disgust
715,disgust
716,disgust
717,disgust
718,disgust
719,disgust
720,disgust
721,disgust
722,disgust
723,disgust
724,disgust
725,disgust
726,disgust
727,disgust
728,disgust
729,disgust
730,disgust
731,disgust
732,disgust
733,disgust
734,disgust
735,disgust
736,disgust
737,disgust
738,disgust
739,disgust
740,disgust
741,disgust
742,disgust
743,disgust
744,disgust
745,disgust
746,disgust
747,disgust
748,disgust
749,disgust
750,disgust
751,disgust
752,disgust
753,disgust
754,disgust
755,disgust
756,disgust
757,disgust
758,disgust
759,disgust
760,disgust
761,disgust
762,disgust
763,disgust
764,disgust
765,disgust
766,disgust
767,disgust
768,disgust
769,disgust
770,disgust
771,disgust
772,disgust
773,disgust
774,disgust
775,disgust
776,disgust
777,disgust
778,disgust
779,disgust
780,disgust
781,disgust
782,disgust
783,disgust
784,disgust
785,disgust
786,disgust
787,disgust
788,disgust
789,disgust
790,disgust
791,disgust
792,disgust
793,disgust
794,disgust
795,disgust
796,disgust
797,disgust
798,disgust
799,disgust
800,fear
801,fear
802,fear
803,fear
804,fear
805,fear
806,fear
807,fear
808,fear
809,fear
810,fear
811,fear
812,fear
813,fear
814,fear
815,fear
816,fear
817,fear
818,fear
819,fear
820,fear
821,fear
822,fear
823,fear
824,fear
825,fear
826,fear
827,fear
828,fear
829,fear
830,fear
831,fear
832,fear
833,fear
834,fear
835,fear
836,fear
837,fear
838,fear
839,fear
840,fear
841,fear
842,fear
843,fear
844,fear
845,fear
846,fear
847,fear
848,fear
849,fear
850,fear
851,fear
852,fear
853,fear
854,fear
855,fear
856,fear
857,fear
858,fear
859,fear
860,fear
861,fear
862,fear
863,fear
864,fear
865,fear
866,fear
867,fear
868,fear
869,fear
870,fear
871,fear
872,fear
873,fear
874,fear
875,fear
876,fear
877,fear
878,fear
879,fear
880,fear
881,fear
882,fear
883,fear
884,fear
885,fear
886,fear
887,fear
888,fear
889,fear
890,fear
891,fear
892,fear
893,fear
894,fear
895,fear
896,fear
897,fear
898,fear
899,fear
900,fear
901,fear
902,fear
903,fear
904,fear
905,fear
906,fear
907,fear
908,fear
909,fear
910,fear
911,fear
912,fear
913,fear
914,fear
915,fear
916,fear
917,fear
918,fear
919,fear
920,fear
921,fear
922,fear
923,fear
924,fear
925,neutral
926,neutral
927,neutral
928,neutral
929,neutral
930,neutral
931,neutral
932,neutral
933,neutral
934,neutral
935,neutral
936,neutral
937,neutral
938,neutral
939,neutral
940,neutral
941,neutral
942,neutral
943,neutral
944,neutral
945,neutral
946,neutral
947,neutral
948,neutral
949,neutral
950,neutral
951,neutral
952,neutral
953,neutral
954,neutral
955,neutral
956,neutral
957,neutral
958,neutral
959,neutral
960,neutral
961,neutral
962,neutral
963,neutral
964,neutral
965,neutral
966,neutral
967,neutral
968,neutral
969,neutral
970,neutral
971,neutral
972,neutral
973,neutral
974,neutral
975,neutral
976,neutral
977,neutral
978,neutral
979,neutral
980,neutral
981,neutral
982,neutral
983,neutral
984,neutral
985,neutral
986,neutral
987,neutral
988,neutral
989,neutral
990,neutral
991,neutral
992,neutral
993,neutral
994,neutral
995,neutral
996,neutral
997,neutral
998,neutral
999,neutral
1000,neutral
1001,neutral
1002,neutral
1003,neutral
1004,neutral
1005,neutral
1006,neutral
1007,neutral
1008,neutral
1009,neutral
1010,neutral
1011,neutral
1012,neutral
1013,neutral
1014,neutral
1015,neutral
1016,neutral
1017,neutral
1018,neutral
1019,neutral
1020,neutral
1021,neutral
1022,neutral
1023,neutral
1024,neutral
1025,neutral
1026,neutral
1027,neutral
1028,neutral
1029,neutral
1030,neutral
1031,neutral
1032,neutral
1033,neutral
1034,neutral
1035,neutral
1036,neutral
1037,neutral
1038,neutral
1039,neutral
1040,neutral
1041,neutral
1042,sadness
1043,sadness
1044,sadness
1045,sadness
1046,sadness
1047,sadness
1048,sadness
1049,sadness
1050,sadness
1051,sadness
1052,sadness
1053,sadness
1054,sadness
1055,sadness
1056,sadness
1057,sadness
1058,sadness
1059,sadness
1060,sadness
1061,sadness
1062,sadness
1063,sadness
1064,sadness
1065,sadness
1066,sadness
1067,sadness
1068,sadness
1069,sadness
1070,sadness
1071,sadness
1072,sadness
1073,sadness
1074,sadness
1075,sadness
1076,sadness
1077,sadness
1078,sadness
1079,sadness
1080,sadness
1081,sadness
1082,sadness
1083,sadness
1084,sadness
1085,sadness
1086,sadness
1087,sadness
1088,sadness
1089,sadness
1090,sadness
1091,sadness
1092,sadness
1093,sadness
1094,sadness
1095,sadness
1096,sadness
1097,sadness
1098,sadness
1099,sadness
1100,sadness
1101,sadness
1102,sadness
1103,sadness
1104,sadness
1105,sadness
1106,sadness
1107,sadness
1108,sadness
1109,sadness
1110,sadness
1111,sadness
1112,sadness
1113,sadness
1114,sadness
1115,sadness
1116,sadness
1117,sadness
1118,sadness
1119,sadness
1120,sadness
1121,sadness
1122,sadness
1123,sadness
1124,sadness
1125,sadness
1126,sadness
1127,sadness
1128,sadness
1129,sadness
1130,sadness
1131,sadness
1132,sadness
1133,sadness
1134,sadness
1135,sadness
1136,sadness
1137,sadness
1138,sadness
1139,sadness
1140,sadness
1141,sadness
1142,sadness
1143,sadness
1144,sadness
1145,sadness
1146,sadness
1147,sadness
1148,sadness
1149,sadness
1150,sadness
1151,sadness
1152,sadness
1153,sadness
1154,sadness
1155,sadness
1156,sadness
1157,sadness
1158,sadness
1159,sadness
1160,sadness
1161,sadness
1162,sadness
1163,sadness
1164,sadness
1165,sadness
1166,sadness
1167,sadness
1168,sadness
1169,sadness
1170,sadness
1171,sadness
1172,sadness
1173,sadness
1174,sadness
1175,sadness
